projectid,siteid,estuaryname,stationno,samplecollectiondate,surveytype,netreplicate,scientificname,commonname,status,replicate,length_mm,lengthnotes,identificationnotes
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,1,182,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,2,159,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,3,166,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,4,164,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,5,154,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,6,155,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,7,163,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Acanthogobius flavimanus,yellowfin goby,invasive,1,120,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Leptocottus armatus,Pacific staghorn sculpin,native,1,117,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Clevelandia ios,arrow goby,native,1,47,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,1,39,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,2,18,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Carcinus maenas,European green crab,invasive,1,59,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Carcinus maenas,European green crab,invasive,2,69,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Carcinus maenas,European green crab,invasive,3,68,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Carcinus maenas,European green crab,invasive,4,55,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Carcinus maenas,European green crab,invasive,5,50,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Carcinus maenas,European green crab,invasive,6,57,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Carcinus maenas,European green crab,invasive,7,55,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Carcinus maenas,European green crab,invasive,8,59,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Carcinus maenas,European green crab,invasive,9,61,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Carcinus maenas,European green crab,invasive,10,55,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,1,40,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,2,37,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,3,46,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,4,34,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,5,39,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,6,40,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,7,41,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,8,31,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,9,36,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,10,34,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,1,56,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,2,47,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,3,39,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,4,32,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,5,46,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,6,61,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,7,50,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,8,42,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,9,41,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,10,41,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Acanthogobius flavimanus,yellowfin goby,invasive,1,137,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Acanthogobius flavimanus,yellowfin goby,invasive,2,142,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Leptocottus armatus,Pacific staghorn sculpin,native,1,123,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Carcinus maenas,European green crab,invasive,1,-88,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,4,Gasterosteus aculeatus,threespine stickleback,native,-88,-88,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,4,Atherinops affinis,topsmelt silverside,native,-88,-88,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,4,Acanthogobius flavimanus,yellowfin goby,invasive,-88,-88,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,4,Engraulis mordax,Californian anchovy,native,-88,-88,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,4,Clupea pallasii,Pacific herring,native,-88,-88,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,4,Carcinus maenas,European green crab,invasive,-88,-88,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,5,Gasterosteus aculeatus,threespine stickleback,native,-88,-88,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,5,Atherinops affinis,topsmelt silverside,native,-88,-88,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,5,Acanthogobius flavimanus,yellowfin goby,invasive,-88,-88,,
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,5,Carcinus maenas,European green crab,invasive,-88,-88,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,1,65,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,2,36,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,3,52,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,4,40,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,5,42,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,6,40,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,7,37,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,8,27,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,9,46,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,10,46,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,1,45,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,2,48,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,3,55,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,4,43,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,5,39,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,6,46,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,7,46,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,8,26,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,9,30,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,10,40,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Cottus asper,prickly sculpin,native,1,69,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Acanthogobius flavimanus,yellowfin goby,invasive,1,145,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,1,84,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,2,32,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,3,45,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,4,34,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,5,60,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,6,50,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,7,39,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,8,58,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,9,39,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,10,44,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,1,55,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,2,43,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,3,55,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,4,56,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,5,45,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,6,45,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,7,30,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,8,22,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,9,35,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,10,40,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,1,35,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,2,63,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,3,42,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,4,37,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,5,38,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,6,48,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,7,34,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,8,35,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,9,74,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,10,47,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,1,43,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,2,50,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,3,48,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,4,43,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,5,47,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,6,45,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,7,34,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,8,47,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,9,44,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,10,34,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Syngnathus sp.,pipefish,not recorded,1,154,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Cottus asper,prickly sculpin,native,1,79,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Cottus asper,prickly sculpin,native,2,60,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Cottus asper,prickly sculpin,native,3,46,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Cottus asper,prickly sculpin,native,4,64,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Cottus asper,prickly sculpin,native,5,50,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Clevelandia ios,arrow goby,native,1,46,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Clevelandia ios,arrow goby,native,2,47,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Clevelandia ios,arrow goby,native,3,49,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Clevelandia ios,arrow goby,native,4,40,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Clevelandia ios,arrow goby,native,5,34,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gillichthys mirabilis,longjaw mudsucker goby,native,1,95,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,4,Cottus asper,prickly sculpin,native,1,-88,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,4,Atherinops affinis,topsmelt silverside,native,1,-88,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,4,Gasterosteus aculeatus,threespine stickleback,native,1,-88,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,5,Gasterosteus aculeatus,threespine stickleback,native,1,-88,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,5,Cottus asper,prickly sculpin,native,1,-88,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,5,Acanthogobius flavimanus,yellowfin goby,invasive,1,-88,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,5,Clevelandia ios,arrow goby,native,1,-88,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,5,Atherinops affinis,topsmelt silverside,native,1,-88,,
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,5,Leptocottus armatus,Pacific staghorn sculpin,native,1,-88,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Pachygrapsus sp.,shore crab,Not recorded,1,5,<1g,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Pachygrapsus sp.,shore crab,Not recorded,2,4,<1g,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Pachygrapsus sp.,shore crab,Not recorded,3,10,1g,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,1,61,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,2,52,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,3,57,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,4,58,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,5,66,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,6,85,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,7,69,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,8,61,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,9,65,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,10,58,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Syngnathus leptorhynchus,bay pipefish,native,1,172,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Syngnathus leptorhynchus,bay pipefish,native,2,174,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Clevelandia ios,arrow goby,native,1,31,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Syngnathus leptorhynchus,bay pipefish,native,1,210,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Syngnathus leptorhynchus,bay pipefish,native,2,214,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,1,62,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,2,65,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,3,52,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,4,45,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,5,46,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,6,56,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,7,60,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,8,59,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,9,44,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,10,48,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Clevelandia ios,arrow goby,native,1,36,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Clevelandia ios,arrow goby,native,2,38,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Clevelandia ios,arrow goby,native,3,34,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Clevelandia ios,arrow goby,native,4,39,,
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,1,62,,
